"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV14855","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"ASV14856","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales",NA,NA
"ASV14857","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"ASV14858","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV14859","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV14860","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV14861","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"ASV14862","Bacteria","Acidobacteriota","AT-s3-28",NA,NA,NA
"ASV14863","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV14864","Bacteria","NB1-j",NA,NA,NA,NA
"ASV14865","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV14866","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"ASV14867","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ASV14868","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA
"ASV14869","Bacteria","Deferrisomatota","Defferrisomatia","Defferrisomatales","Defferrisomataceae","Deferrisoma"
"ASV14870","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV14871","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV14872","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"ASV14873","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV14874","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group"
"ASV14875","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14876","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV14877","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"ASV14878","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA
"ASV14879","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"ASV14880","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"ASV14881","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV14882","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella"
"ASV14883","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"ASV14884","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"ASV14885","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV14886","Bacteria","Acidobacteriota","Acidobacteriae",NA,NA,NA
"ASV14887","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV14888","Bacteria","Dependentiae","Babeliae","Babeliales","UBA12409",NA
"ASV14889","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"ASV14890","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium"
"ASV14891","Bacteria","FCPU426",NA,NA,NA,NA
"ASV14892","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV14893","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Terracidiphilus"
"ASV14894","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV14895","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus"
"ASV14896","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV14897","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Oikopleura"
"ASV14898","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"ASV14899","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV14900","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV14901","Bacteria","Planctomycetota",NA,NA,NA,NA
"ASV14902","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",NA,NA
"ASV14903","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14904","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae",NA
"ASV14905","Bacteria","Acidobacteriota",NA,NA,NA,NA
"ASV14906","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"ASV14907","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicella"
"ASV14908","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV14909","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA
"ASV14910","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV14911","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV14912","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14913","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV14914","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"ASV14915","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV14916","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV14917","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV14918","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicella"
"ASV14919","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta"
"ASV14920","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma"
"ASV14921","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV14922","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV14923","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10"
"ASV14924","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV14925","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14926","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV14927","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA
"ASV14928","Bacteria","Acidobacteriota",NA,NA,NA,NA
"ASV14929","Bacteria","Elusimicrobiota","Lineage IIa",NA,NA,NA
"ASV14930","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"ASV14931","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV14932","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group",NA
"ASV14933","Bacteria","Planctomycetota","Pla4 lineage",NA,NA,NA
"ASV14934","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14935","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14936","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV14937","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV14938","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV14939","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV14940","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"ASV14941","Bacteria","Planctomycetota","Pla4 lineage",NA,NA,NA
"ASV14942","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV14943","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV14944","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"ASV14945","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV14946","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group",NA
"ASV14947","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14948","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ASV14949","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV14950","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV14951","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV14952","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV14953","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV14954","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Candidatus Anammoximicrobium"
"ASV14955","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"ASV14956","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira"
"ASV14957","Bacteria","Planctomycetota","BD7-11",NA,NA,NA
"ASV14958","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV14959","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",NA
"ASV14960","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus"
"ASV14961","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","E1B-B3-114"
"ASV14962","Bacteria","Desulfobacterota","Syntrophorhabdia","Syntrophorhabdales","Syntrophorhabdaceae","Syntrophorhabdus"
"ASV14963","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV14964","Bacteria","Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57 soil group",NA,NA
"ASV14965","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147"
"ASV14966","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV14967","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV14968","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV14969","Bacteria","Planctomycetota","Pla4 lineage",NA,NA,NA
"ASV14970","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV14971","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV14972","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera"
"ASV14973","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV14974","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","LD-RB-34",NA
"ASV14975","Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA
"ASV14976","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"ASV14977","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"ASV14978","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV14979","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",NA,NA
"ASV14980","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV14981","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV14982","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"ASV14983","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","PMMR1"
"ASV14984","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"ASV14985","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV14986","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA
"ASV14987","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV14988","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14989","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA
"ASV14990","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV14991","Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA
"ASV14992","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter"
"ASV14993","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"ASV14994","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
"ASV14995","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"ASV14996","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV14997","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11"
"ASV14998","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV14999","Bacteria","Nitrospirota","Thermodesulfovibrionia",NA,NA,NA
"ASV15000","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV15001","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"ASV15002","Bacteria",NA,NA,NA,NA,NA
"ASV15003","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"ASV15004","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella"
"ASV15005","Bacteria","Proteobacteria","Gammaproteobacteria","EV818SWSAP88",NA,NA
"ASV15006","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV15007","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15008","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15009","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15010","Bacteria",NA,NA,NA,NA,NA
"ASV15011","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV15012","Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA
"ASV15013","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Methylospira"
"ASV15014","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15015","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15016","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"ASV15017","Bacteria",NA,NA,NA,NA,NA
"ASV15018","Bacteria","Planctomycetota","vadinHA49",NA,NA,NA
"ASV15019","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"ASV15020","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV15021","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15022","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV15023","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"ASV15024","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae",NA
"ASV15025","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15026","Bacteria","Acidobacteriota","Acidobacteriae","Paludibaculum",NA,NA
"ASV15027","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15028","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15029","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV15030","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV15031","Bacteria",NA,NA,NA,NA,NA
"ASV15032","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15033","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA
"ASV15034","Bacteria","Proteobacteria","Gammaproteobacteria","Immundisolibacterales","Immundisolibacteraceae","Immundisolibacter"
"ASV15035","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"ASV15036","Bacteria","Myxococcota","Polyangia","mle1-27",NA,NA
"ASV15037","Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA
"ASV15038","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV15039","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV15040","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV15041","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15042","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","URHD0088",NA
"ASV15043","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae",NA
"ASV15044","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA
"ASV15045","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV15046","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group"
"ASV15047","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV15048","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15049","Bacteria","Acidobacteriota","Vicinamibacteria",NA,NA,NA
"ASV15050","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV15051","Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA
"ASV15052","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus"
"ASV15053","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV15054","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV15055","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV15056","Bacteria","Chloroflexi","Anaerolineae","ADurb.Bin180",NA,NA
"ASV15057","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales",NA,NA
"ASV15058","Bacteria",NA,NA,NA,NA,NA
"ASV15059","Bacteria","Planctomycetota","Pla4 lineage",NA,NA,NA
"ASV15060","Bacteria","Desulfobacterota",NA,NA,NA,NA
"ASV15061","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV15062","Bacteria","Patescibacteria","CPR2",NA,NA,NA
"ASV15063","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV15064","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"ASV15065","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV15066","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","HN-HF0106"
"ASV15067","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV15068","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15069","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea"
"ASV15070","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15071","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV15072","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"ASV15073","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Syntrophaceae","Syntrophus"
"ASV15074","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV15075","Bacteria","Patescibacteria","CPR2",NA,NA,NA
"ASV15076","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"ASV15077","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15078","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus"
"ASV15079","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"ASV15080","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15081","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"ASV15082","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax"
"ASV15083","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV15084","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium"
"ASV15085","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"ASV15086","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"ASV15087","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"ASV15088","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV15089","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV15090","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rubritepida"
"ASV15091","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV15092","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV15093","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter"
"ASV15094","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)",NA,NA
"ASV15095","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga"
"ASV15096","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales",NA,NA
"ASV15097","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV15098","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV15099","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA
"ASV15100","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA
"ASV15101","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15102","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV15103","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV15104","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV15105","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"ASV15106","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV15107","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ASV15108","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15109","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14"
"ASV15110","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV15111","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV15112","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV15113","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV15114","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10"
"ASV15115","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV15116","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV15117","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"ASV15118","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV15119","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV15120","Bacteria","WS2",NA,NA,NA,NA
"ASV15121","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV15122","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"ASV15123","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV15124","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV15125","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","OLB17"
"ASV15126","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV15127","Bacteria","Planctomycetota","BD7-11",NA,NA,NA
"ASV15128","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15129","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"ASV15130","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Arboricoccus"
"ASV15131","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV15132","Bacteria","Zixibacteria",NA,NA,NA,NA
"ASV15133","Bacteria","Verrucomicrobiota","Verrucomicrobiae","S-BQ2-57 soil group",NA,NA
"ASV15134","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
